10000 10000
4746 8970 9882
1292 7548 6401
7325 8045 4516
5631 9031 8193
7998 9049 5748
4662 7228 8760
4715 8249 2315
1699 9744 9091
2558 3284 6642
5613 8405 796
5162 7392 3019
6618 9280 6450
7527 8545 7960
7479 8415 9256
547 7302 783
1607 9412 2339
5879 7321 4059
1749 7862 3650
9745 9986 9223
4076 7742 43
2339 5613 5953
9954 9956 6907
5279 6572 4751
8266 9528 9124
9115 9466 3953
6133 8719 8618
9170 9882 4015
3031 6164 771
4208 6106 1814
6575 8187 544
8887 9683 546
1436 3286 6696
8596 9509 3574
8627 9378 9778
2328 4942 109
6291 7210 3548
6110 7820 7920
9648 9991 5986
4820 8115 5124
7966 9320 4290
3975 5742 9678
6050 8508 7790
7660 9090 379
8515 9980 6519
1843 7573 6238
7020 8790 2462
885 3830 9399
7201 7429 2927
4568 5064 2113
2323 5864 1323
8911 8957 5886
5228 8599 1464
826 9361 3639
8001 8343 8819
1348 2588 5883
719 9841 4308
536 848 6337
2113 4862 1943
9939 9948 6161
1943 6182 3559
254 4191 6417
8621 8852 1359
2647 9829 164
7830 9590 294
5518 7383 5939
5172 8401 6750
9405 9442 4108
9399 9892 7620
2969 5618 691
8644 9824 4850
724 3257 155
6110 8747 266
880 8504 3738
1638 8639 9275
6914 9026 7356
582 1929 3982
436 9384 7897
9261 9656 9405
9304 9606 8829
7619 7686 5688
3022 8899 9082
8322 9486 8404
425 2528 3628
9766 9869 8182
8283 8661 2865
1533 4814 8
8473 9470 2559
1787 5781 7182
7139 7642 5868
4132 6169 2751
3730 9851 6311
2118 3548 7056
7134 7765 3917
3928 4852 9336
3204 7072 7210
2361 8355 871
3742 7705 3554
6002 8056 3647
4005 5980 7699
2091 7412 8260
3942 9751 867
1026 7164 8040
2797 7189 1161
5750 7770 1527
4872 6496 341
8535 9446 3127
8775 9308 7225
5377 9467 1988
8639 8667 3264
7832 8374 6436
4550 9581 735
7137 8375 9446
2651 6546 4008
9695 9789 3127
7948 9961 653
5857 7875 897
7186 8605 2595
316 6162 3769
6726 9177 6447
8082 9074 9204
1842 2771 6179
5264 7954 6186
7970 8856 9908
3864 5848 2145
391 514 2500
8043 9879 9255
7402 9206 7214
5398 8614 4502
4876 6476 744
1556 5335 604
3431 5213 5866
4929 8811 4171
5098 6476 9096
6511 7080 7155
5260 5635 140
5036 6801 9041
9941 9977 9040
9993 10000 580
7269 9863 9815
1065 6543 7270
1267 4912 9415
5042 5607 6603
7655 8820 3143
4487 8855 6164
235 3903 7523
77 4928 745
5424 8657 7693
2498 6070 1726
4264 7742 9
4595 6390 5773
2144 9231 3837
8564 9984 1853
285 5211 4292
7305 8168 9418
4556 5308 1871
5571 7180 2269
4702 5872 6307
9506 9948 73
7326 7861 2344
474 1857 2165
5881 7055 4815
6253 6552 4704
6310 8614 4294
9733 9817 194
9451 9473 3606
327 4371 334
9668 9963 7760
4068 5780 6349
7784 9589 1196
5774 5846 2187
7221 9155 4597
679 4966 8602
3950 4088 3238
5668 5865 1256
5343 6941 6576
271 6537 57
3809 9852 359
7593 9592 2358
1326 4952 1750
3015 5442 334
8376 9445 4332
3328 4710 1856
8480 8871 2738
6796 8639 4854
3998 9537 5872
1687 4265 1422
6794 8773 284
4029 9889 5680
454 5381 8598
5828 9761 1902
257 8340 2477
5118 8911 9178
9213 9291 5323
2376 8915 5081
7117 7921 7742
7297 7833 321
3473 5717 2342
9829 9912 1944
310 2879 7913
8302 8571 2544
965 6895 7054
7790 8095 999
9360 9684 8881
7291 7507 2330
963 1448 1680
7083 8098 3199
6074 6682 1966
3436 9358 3110
7787 8212 7946
7459 8650 2390
6849 7858 6845
403 4731 9510
317 6557 5280
4805 6613 1616
5636 7531 9552
9960 9969 6252
7693 8034 2442
9834 9995 6779
4158 5663 714
6016 7435 9718
952 6991 832
2574 9838 2938
1262 8570 6359
5355 7427 3345
2735 2871 3019
9307 9961 2823
9251 9495 138
4465 8271 8199
2639 5615 7668
8072 8181 6862
6832 7696 5618
7578 8526 5037
4452 7640 153
2500 6228 2952
4942 5750 9389
6993 8779 8775
42 5970 2134
7490 8171 6700
873 6735 327
274 5548 5599
2795 4539 4271
7738 9264 2374
4726 5702 5258
2233 8344 8453
5339 6284 1987
9591 9700 9340
5078 9228 4729
4208 4976 570
4782 9808 3552
2987 3267 3407
5866 7414 3075
4035 9400 2817
7722 9019 2619
5516 6593 1999
2105 6124 7705
7729 9732 683
4021 4523 6770
7210 8707 5244
5773 8917 5431
4201 7646 557
6104 7071 4416
2461 9306 3199
7390 9977 8272
1413 2060 5634
2068 7287 8605
484 1609 6814
3269 4338 6554
6398 6931 2011
4029 9544 7133
2023 5482 6761
6110 6844 9146
4273 4592 4090
8067 9852 7781
2102 6089 1506
2716 7501 2120
6723 8434 5731
1722 5736 2696
679 8076 6508
9159 9617 8724
7721 9841 1309
971 4728 6328
4161 4506 7676
8483 9487 3786
7467 9202 6814
3378 7536 1512
5989 7992 6151
2901 3724 9005
8959 9979 8976
9710 9713 8054
528 7063 8531
5096 7954 1445
7178 9485 8719
3270 7380 7876
9816 9840 9061
3154 4583 6318
8064 9648 3864
2013 7735 6243
3560 4000 8003
4305 4851 4814
3687 5463 9720
770 5604 4088
4269 6181 4009
2047 5197 645
7540 8507 3950
9273 9898 704
7229 9369 6892
1725 5512 4978
1951 5038 3617
8606 9033 6106
4589 6162 7
2861 5467 9786
6946 8059 1542
4877 6550 6213
35 5032 1318
1783 7741 7054
8187 9354 4833
7763 9403 3433
2773 9865 5660
1586 8918 6684
4535 7513 355
2687 9500 7301
638 1567 6042
8650 9527 1857
9465 9652 8415
9460 9828 7788
5256 8748 4778
1981 9174 8269
1158 3622 719
4510 5992 5523
2362 8734 1310
7764 7827 2591
1736 2580 6042
9734 9818 2170
257 5979 2045
4398 8346 6603
3300 3728 8444
4570 8768 508
3208 9451 2601
1917 5233 7490
8795 9979 7166
5253 6269 9520
3008 7438 4062
1537 7967 5441
1012 1870 6
519 5266 5552
171 2460 110
3515 6331 2605
4430 8273 7566
5281 9697 1254
4081 6830 6540
8509 9589 8338
6795 9425 4813
7083 9238 898
3445 6856 1084
8468 9282 9888
9306 9700 2033
7608 9422 4161
9131 9731 6299
5397 6102 6604
406 5987 2777
8317 9506 9180
8664 9003 2399
5348 9150 3245
8322 8893 1697
3031 7920 4065
7326 9819 5775
7232 9989 271
2631 8146 3960
9980 9985 100
9577 9756 3218
5963 8466 9059
4524 7254 1948
2612 8466 81
7627 9799 9735
4431 7748 8312
6357 9471 3485
3245 6937 2584
2220 7712 6321
507 7308 5174
3973 5284 1115
3193 3229 713
6579 7478 2401
7746 8512 9455
4493 9753 2734
2133 7728 7915
448 8796 9702
8224 9106 4809
5358 9092 9482
9224 9636 9895
6246 8374 6321
8518 8774 6512
1058 9699 9299
9162 9725 6080
8576 9652 9510
7766 9359 6363
8719 8830 1112
5203 5462 2837
7910 7993 2171
8506 9664 1060
7720 9686 5429
3392 9281 6615
3069 8819 2135
9310 9431 8290
483 2994 4944
6184 7206 4243
8017 9105 8434
4586 9717 8735
3295 7992 5945
935 2902 8194
4937 7301 800
9287 9962 6643
2753 3623 6237
1738 1864 5595
3889 6778 430
9586 9837 5708
3609 4156 807
255 8648 7797
9341 9654 6468
3495 9162 6115
6273 6968 5627
2639 3118 935
8312 9574 9468
1517 9988 7433
172 4828 4440
2893 6301 9322
584 9824 777
4606 7467 4366
4539 7063 28
413 5285 2067
2839 8094 2728
5065 8831 5233
6312 9575 9704
2570 5939 4694
3004 4550 7196
3795 7583 1366
6824 9116 6572
2477 7851 6792
2648 4430 7799
8845 9567 2306
6771 7910 435
7762 9234 7555
5792 7140 1254
5751 8387 5719
2115 2798 7004
8790 9965 4301
9973 9979 6823
7718 7918 9834
5755 9681 5293
7919 9799 4571
8423 9766 8281
2741 2928 2832
9787 9888 3955
